experience_idx,epoch_idx,avg_acc_seen,acc_current
0,0,0.9691000003367662,0.9691
0,1,0.9877599999308586,0.9878
0,2,0.9896600004285574,0.9897
0,3,0.9910000003874302,0.991
0,4,0.992000000551343,0.992
0,5,0.9922400000505149,0.9922
0,6,0.9925999999977648,0.9926
0,7,0.992860000114888,0.9929
0,8,0.9929400002583861,0.9929
0,9,0.9932000003755093,0.9932
0,10,0.9929800000973046,0.993
0,11,0.9933600001968443,0.9934
0,12,0.9932200000621378,0.9932
0,13,0.9933800003491342,0.9934
0,14,0.9937800001353025,0.9938
0,15,0.9939000001177192,0.9939
0,16,0.9941199999302626,0.9941
0,17,0.9937400002963841,0.9937
0,18,0.9939800002612174,0.994
0,19,0.9939600001089275,0.994
1,0,0.9804300013929605,1.0
1,1,0.9799300003796816,1.0
1,2,0.9799100011587143,1.0
1,3,0.9799100011587143,1.0
1,4,0.9799100011587143,1.0
1,5,0.9799000006169081,1.0
1,6,0.9799000006169081,1.0
1,7,0.9799000006169081,1.0
1,8,0.9799000006169081,1.0
1,9,0.9799000006169081,1.0
1,10,0.9799000006169081,1.0
1,11,0.9799000006169081,1.0
1,12,0.9799000006169081,1.0
1,13,0.9798600003123283,1.0
1,14,0.9798600003123283,1.0
1,15,0.9798499997705221,1.0
1,16,0.9798499997705221,1.0
1,17,0.9798499997705221,1.0
1,18,0.9798499997705221,1.0
1,19,0.9798499997705221,1.0
2,0,0.9903666665777564,0.9799
2,1,0.9925333335995674,0.9848
2,2,0.992533333444347,0.9849
2,3,0.9926866670139134,0.9855
2,4,0.9930266669640938,0.9865
2,5,0.9930600000855824,0.9866
2,6,0.9934866667414705,0.9879
2,7,0.9935866668820381,0.9882
2,8,0.993300000205636,0.9873
2,9,0.9936733335877458,0.9885
2,10,0.9938133335672319,0.9886
2,11,0.9937733334178726,0.9885
2,12,0.9937933335701624,0.9884
2,13,0.993773333573093,0.9882
2,14,0.9939866666682065,0.9891
2,15,0.993946666829288,0.9889
2,16,0.9936600001528859,0.9882
2,17,0.9940133333827058,0.9891
2,18,0.9939333333944281,0.9889
2,19,0.9938933334002892,0.9889
3,0,0.9812050007749349,0.9842
3,1,0.9828050003852695,0.9878
3,2,0.9830950002651662,0.9889
3,3,0.9832800002768636,0.9891
3,4,0.9826850006356835,0.9876
3,5,0.983285000314936,0.9895
3,6,0.9834150003734976,0.9896
3,7,0.9828400004189461,0.9893
3,8,0.9831200004555285,0.9893
3,9,0.9831050003413111,0.9895
3,10,0.9830200003925711,0.9896
3,11,0.9827000005170703,0.9899
3,12,0.9824550002813339,0.9896
3,13,0.9823350005317479,0.9897
3,14,0.9822700005024672,0.9895
3,15,0.982070000609383,0.9893
3,16,0.982215000782162,0.9899
3,17,0.9821650004014373,0.99
3,18,0.9821700004395097,0.9899
3,19,0.9823550004512072,0.9905
4,0,0.9784280005842447,0.9886
4,1,0.9785480001941324,0.9898
4,2,0.9799920005723834,0.9902
4,3,0.9800240006297827,0.9903
4,4,0.9790200000628829,0.9906
4,5,0.978948000445962,0.9905
4,6,0.9776800002902746,0.9904
4,7,0.9775920003652573,0.9905
4,8,0.9768520006909966,0.9907
4,9,0.9763680007308722,0.9907
4,10,0.9780720002949238,0.9909
4,11,0.9776400009170174,0.9905
4,12,0.9779360005632043,0.9907
4,13,0.9779960002750159,0.9907
4,14,0.9775360003113747,0.9907
4,15,0.9787000002339482,0.9904
4,16,0.978660000115633,0.9906
4,17,0.9794120006263256,0.991
4,18,0.9813360003754497,0.9908
4,19,0.9809080002829432,0.9909
5,0,0.8870494685108411,0.9865
5,1,0.8872030088609438,0.985
5,2,0.8872148196981329,0.99
5,3,0.8870770284066463,0.9875
5,4,0.8872305682728557,0.99
5,5,0.8873408013991314,0.9895
5,6,0.8872738734360804,0.988
5,7,0.8874313519437205,0.9888
5,8,0.887608512503212,0.9895
5,9,0.8875848935111552,0.9893
5,10,0.887553400152906,0.9883
5,11,0.8876754426826388,0.9893
5,12,0.8878092982346791,0.9893
5,13,0.8877817399136948,0.989
5,14,0.8879037862346242,0.989
5,15,0.8880022101151045,0.9885
5,16,0.8879943359212584,0.9893
5,17,0.8880337034880382,0.9895
5,18,0.888466767293605,0.9895
5,19,0.8890612439272108,0.9893
