experience_idx,epoch_idx,avg_acc_seen,acc_current
0,0,0.9691000003367662,0.9691
0,1,0.9877599999308586,0.9878
0,2,0.9896600004285574,0.9897
0,3,0.9910000003874302,0.991
0,4,0.992000000551343,0.992
0,5,0.9922400000505149,0.9922
0,6,0.9925999999977648,0.9926
0,7,0.992860000114888,0.9929
0,8,0.9929400002583861,0.9929
0,9,0.9932000003755093,0.9932
0,10,0.9929800000973046,0.993
0,11,0.9933600001968443,0.9934
0,12,0.9932200000621378,0.9932
0,13,0.9933800003491342,0.9934
0,14,0.9937800001353025,0.9938
0,15,0.9939000001177192,0.9939
0,16,0.9941199999302626,0.9941
0,17,0.9937400002963841,0.9937
0,18,0.9939800002612174,0.994
0,19,0.9939600001089275,0.994
1,0,0.9801700003445148,1.0
1,1,0.9797600004822016,1.0
1,2,0.9797499999403954,1.0
1,3,0.9797300007194281,1.0
1,4,0.9797300007194281,1.0
1,5,0.9797300007194281,1.0
1,6,0.9797300007194281,1.0
1,7,0.9797300007194281,1.0
1,8,0.9797300007194281,1.0
1,9,0.9797300007194281,1.0
1,10,0.9796900004148483,1.0
1,11,0.9796900004148483,1.0
1,12,0.9796900004148483,1.0
1,13,0.9796799998730421,1.0
1,14,0.9796799998730421,1.0
1,15,0.9796799998730421,1.0
1,16,0.979670001193881,1.0
1,17,0.979670001193881,1.0
1,18,0.979670001193881,1.0
1,19,0.979670001193881,1.0
2,0,0.9903333333010474,0.9794
2,1,0.9916933334122101,0.9846
2,2,0.9917800001179179,0.9844
2,3,0.9922533336405953,0.9848
2,4,0.9924133333067099,0.9852
2,5,0.9927733334091803,0.9858
2,6,0.9929133335438868,0.9861
2,7,0.9932000002202889,0.9869
2,8,0.9933533336346348,0.9873
2,9,0.9937133332714438,0.9882
2,10,0.9937600001382331,0.9885
2,11,0.993913333552579,0.9888
2,12,0.993646666718026,0.9882
2,13,0.9938200002846619,0.9887
2,14,0.9941933336667717,0.9894
2,15,0.9941600000796219,0.9895
2,16,0.9937666668556631,0.9884
2,17,0.9941800000766913,0.9897
2,18,0.9942600002201895,0.9899
2,19,0.993980000105997,0.9891
3,0,0.9809800002258271,0.9839
3,1,0.9829950004350394,0.989
3,2,0.9829400004819036,0.9894
3,3,0.9832900003530085,0.9896
3,4,0.9831700003705919,0.9894
3,5,0.9834100003354251,0.9896
3,6,0.983260000590235,0.9894
3,7,0.9832800005096942,0.9897
3,8,0.9833750005345792,0.9896
3,9,0.9826700005214661,0.9894
3,10,0.9829200005624443,0.9896
3,11,0.9830450003501028,0.9898
3,12,0.9828950006049126,0.9894
3,13,0.9829950004350394,0.9898
3,14,0.9829800005536526,0.9899
3,15,0.9824700003955513,0.99
3,16,0.9831600005272776,0.9902
3,17,0.9831500004511327,0.9902
3,18,0.9827500004321337,0.9899
3,19,0.983125000493601,0.9904
4,0,0.9811800004914403,0.9886
4,1,0.9809800004586577,0.9898
4,2,0.9823560003191233,0.9897
4,3,0.9816360004246235,0.9899
4,4,0.9813880007714033,0.99
4,5,0.9813600005581975,0.9902
4,6,0.9812840005382896,0.9903
4,7,0.981160000152886,0.9904
4,8,0.9814000006765127,0.9902
4,9,0.9813760003075004,0.9904
4,10,0.9813800005242228,0.9904
4,11,0.981628000549972,0.9899
4,12,0.9818440003320574,0.9903
4,13,0.9816560005769134,0.9904
4,14,0.9816600004211068,0.9901
4,15,0.9819760002195835,0.99
4,16,0.9817960005253553,0.9894
4,17,0.9818960003554821,0.9904
4,18,0.9816920006647706,0.9903
4,19,0.9821360003203153,0.9902
5,0,0.8876281986596953,0.9873
5,1,0.8876990618157846,0.9868
5,2,0.8877266206519195,0.9873
5,3,0.8876203244805339,0.988
5,4,0.8876518212871753,0.9893
5,5,0.8876478838465038,0.9888
5,6,0.8875730818766376,0.9895
5,7,0.8876833149882288,0.989
5,8,0.8877305591522613,0.9883
5,9,0.8877541815927105,0.9888
5,10,0.887809297204378,0.9888
5,11,0.8879549643909358,0.9885
5,12,0.8886281790913428,0.9888
5,13,0.8894982412099061,0.9893
5,14,0.8904942839991667,0.9888
5,15,0.8911556875655223,0.9895
5,16,0.8915572556882642,0.9895
5,17,0.8918879565978584,0.9888
5,18,0.891954884467394,0.9895
5,19,0.892261965541661,0.9895
