experience_idx,epoch_idx,avg_acc_seen,acc_current
0,0,0.9691000003367662,0.9691
0,1,0.9877599999308586,0.9878
0,2,0.9896600004285574,0.9897
0,3,0.9910000003874302,0.991
0,4,0.992000000551343,0.992
0,5,0.9922400000505149,0.9922
0,6,0.9925999999977648,0.9926
0,7,0.992860000114888,0.9929
0,8,0.9929400002583861,0.9929
0,9,0.9932000003755093,0.9932
0,10,0.9929800000973046,0.993
0,11,0.9933600001968443,0.9934
0,12,0.9932200000621378,0.9932
0,13,0.9933800003491342,0.9934
0,14,0.9937800001353025,0.9938
0,15,0.9939000001177192,0.9939
0,16,0.9941199999302626,0.9941
0,17,0.9937400002963841,0.9937
0,18,0.9939800002612174,0.994
0,19,0.9939600001089275,0.994
1,0,0.9803999997675419,1.0
1,1,0.9799300003796816,1.0
1,2,0.9798800013959408,1.0
1,3,0.9798800013959408,1.0
1,4,0.9798800013959408,1.0
1,5,0.9798800013959408,1.0
1,6,0.9798800013959408,1.0
1,7,0.9798800013959408,1.0
1,8,0.9798800013959408,1.0
1,9,0.9798800013959408,1.0
1,10,0.9798800013959408,1.0
1,11,0.9798800013959408,1.0
1,12,0.9798800013959408,1.0
1,13,0.9798499997705221,1.0
1,14,0.9798499997705221,1.0
1,15,0.9798499997705221,1.0
1,16,0.9798499997705221,1.0
1,17,0.9798499997705221,1.0
1,18,0.9798499997705221,1.0
1,19,0.9798499997705221,1.0
2,0,0.9904866668706139,0.9801
2,1,0.992253333174934,0.9843
2,2,0.9925600003140668,0.9849
2,3,0.9926466670197746,0.9854
2,4,0.9929933335321645,0.9863
2,5,0.993306666923066,0.9874
2,6,0.9934466667473316,0.9878
2,7,0.9934866667414705,0.9879
2,8,0.993633333593607,0.9883
2,9,0.9937600002934536,0.9886
2,10,0.9937333334237337,0.9885
2,11,0.9938666669962307,0.9886
2,12,0.9938266668468714,0.9887
2,13,0.9937999999771515,0.9885
2,14,0.9938600002788007,0.9887
2,15,0.9938200001294414,0.9885
2,16,0.9935933334442476,0.9881
2,17,0.9937799999800822,0.9886
2,18,0.9939399999566376,0.989
2,19,0.9938000002875924,0.9887
3,0,0.9810100004542619,0.9836
3,1,0.9824450004380196,0.9868
3,2,0.9829000004101545,0.9882
3,3,0.9827650005463511,0.9878
3,4,0.9833200005814433,0.9892
3,5,0.9832300003618002,0.9889
3,6,0.9833800005726516,0.9894
3,7,0.9834700005594641,0.9898
3,8,0.9833250003866851,0.9893
3,9,0.9831500004511327,0.9894
3,10,0.9834050005301833,0.9898
3,11,0.9831900005228817,0.9898
3,12,0.9829400004819036,0.9898
3,13,0.9828450004570186,0.9896
3,14,0.9827300005126745,0.9896
3,15,0.9829600004013628,0.9901
3,16,0.9831350005697459,0.9902
3,17,0.9830200003925711,0.99
3,18,0.9829200005624443,0.9899
3,19,0.9827700003515929,0.9901
4,0,0.9810920003801584,0.9882
4,1,0.9821160001680255,0.9901
4,2,0.9814720004796982,0.99
4,3,0.9816520003601908,0.9903
4,4,0.9815200002864003,0.9901
4,5,0.9811120003461837,0.99
4,6,0.9806240007281304,0.9905
4,7,0.9804320007562637,0.9905
4,8,0.9793080000206829,0.9906
4,9,0.9781200008466839,0.9904
4,10,0.9773000007495284,0.9905
4,11,0.9782040001824498,0.991
4,12,0.9742800006642938,0.9908
4,13,0.9760600009933114,0.9909
4,14,0.9763760006055235,0.9899
4,15,0.9725720005109906,0.9909
4,16,0.9729160007089377,0.9911
4,17,0.973844000697136,0.991
4,18,0.9748200008645653,0.9908
4,19,0.9742760006338358,0.991
5,0,0.885703038609561,0.9858
5,1,0.8862975159140908,0.983
5,2,0.8863486965344354,0.9865
5,3,0.8860494888107441,0.9868
5,4,0.8862975166768986,0.989
5,5,0.8865297964375389,0.9873
5,6,0.8863920020717218,0.9875
5,7,0.8865179834299161,0.9883
5,8,0.8866872725417725,0.9883
5,9,0.8865691631463639,0.9885
5,10,0.8866912075790373,0.989
5,11,0.8869234864964073,0.9883
5,12,0.8869549822727476,0.989
5,13,0.8870455314442313,0.989
5,14,0.8872581298698861,0.989
5,15,0.8872738760265179,0.9893
5,16,0.887321121235536,0.989
5,17,0.8874510384889499,0.9895
5,18,0.8875022195785033,0.989
5,19,0.8875100939593801,0.9898
